site_no,site_lat,site_lon,granule_time,granule_urls,result,result_unit,result_time
10336645,39.05185197,-120.1185209,2023-04-27 17:32:22+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFL_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFLUNCERT_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_MASK_001_20230427T173222_2311711_006.nc']",0.8,FNU,2023-04-27T10:30:00.000-07:00
10336660,39.10740708,-120.1621352,2023-02-20 19:41:02+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194102_2305113_009/EMIT_L2A_RFL_001_20230220T194102_2305113_009.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194102_2305113_009/EMIT_L2A_RFLUNCERT_001_20230220T194102_2305113_009.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194102_2305113_009/EMIT_L2A_MASK_001_20230220T194102_2305113_009.nc']",0.4,FNU,2023-02-20T12:15:00.000-08:00
10336660,39.10740708,-120.1621352,2023-03-27 23:01:40+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230140_2308615_004/EMIT_L2A_RFL_001_20230327T230140_2308615_004.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230140_2308615_004/EMIT_L2A_RFLUNCERT_001_20230327T230140_2308615_004.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230140_2308615_004/EMIT_L2A_MASK_001_20230327T230140_2308615_004.nc']",3.3,FNU,2023-03-27T16:00:00.000-07:00
10336660,39.10740708,-120.1621352,2023-03-27 23:01:52+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_RFL_001_20230327T230152_2308615_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_RFLUNCERT_001_20230327T230152_2308615_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_MASK_001_20230327T230152_2308615_005.nc']",3.3,FNU,2023-03-27T16:00:00.000-07:00
10336660,39.10740708,-120.1621352,2023-03-31 21:26:27+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_RFL_001_20230331T212627_2309014_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_RFLUNCERT_001_20230331T212627_2309014_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_MASK_001_20230331T212627_2309014_005.nc']",8.7,FNU,2023-03-31T14:25:00.000-07:00
10336660,39.10740708,-120.1621352,2023-04-23 19:10:10+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_RFL_001_20230423T191010_2311313_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_RFLUNCERT_001_20230423T191010_2311313_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_MASK_001_20230423T191010_2311313_005.nc']",9.4,FNU,2023-04-23T12:10:00.000-07:00
10336660,39.10740708,-120.1621352,2023-04-27 17:32:22+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFL_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFLUNCERT_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_MASK_001_20230427T173222_2311711_006.nc']",6.6,FNU,2023-04-27T10:30:00.000-07:00
10336660,39.10740708,-120.1621352,2023-05-27 22:53:39+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_RFL_001_20230527T225339_2314715_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_RFLUNCERT_001_20230527T225339_2314715_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_MASK_001_20230527T225339_2314715_006.nc']",7.8,FNU,2023-05-27T15:55:00.000-07:00
10336660,39.10740708,-120.1621352,2023-08-07 18:28:07+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230807T182807_2321912_008/EMIT_L2A_RFL_001_20230807T182807_2321912_008.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230807T182807_2321912_008/EMIT_L2A_RFLUNCERT_001_20230807T182807_2321912_008.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230807T182807_2321912_008/EMIT_L2A_MASK_001_20230807T182807_2321912_008.nc']",0.3,FNU,2023-08-07T11:30:00.000-07:00
10336676,39.1321292,-120.1576913,2023-02-20 19:41:02+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194102_2305113_009/EMIT_L2A_RFL_001_20230220T194102_2305113_009.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194102_2305113_009/EMIT_L2A_RFLUNCERT_001_20230220T194102_2305113_009.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194102_2305113_009/EMIT_L2A_MASK_001_20230220T194102_2305113_009.nc']",0.2,FNU,2023-02-20T12:15:00.000-08:00
10336676,39.1321292,-120.1576913,2023-03-27 23:01:40+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230140_2308615_004/EMIT_L2A_RFL_001_20230327T230140_2308615_004.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230140_2308615_004/EMIT_L2A_RFLUNCERT_001_20230327T230140_2308615_004.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230140_2308615_004/EMIT_L2A_MASK_001_20230327T230140_2308615_004.nc']",0.2,FNU,2023-03-27T16:00:00.000-07:00
10336676,39.1321292,-120.1576913,2023-03-27 23:01:52+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_RFL_001_20230327T230152_2308615_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_RFLUNCERT_001_20230327T230152_2308615_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_MASK_001_20230327T230152_2308615_005.nc']",0.2,FNU,2023-03-27T16:00:00.000-07:00
10336676,39.1321292,-120.1576913,2023-03-31 21:26:27+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_RFL_001_20230331T212627_2309014_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_RFLUNCERT_001_20230331T212627_2309014_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_MASK_001_20230331T212627_2309014_005.nc']",0.2,FNU,2023-03-31T14:25:00.000-07:00
10336676,39.1321292,-120.1576913,2023-04-23 19:10:10+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_RFL_001_20230423T191010_2311313_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_RFLUNCERT_001_20230423T191010_2311313_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_MASK_001_20230423T191010_2311313_005.nc']",0.6,FNU,2023-04-23T12:10:00.000-07:00
10336676,39.1321292,-120.1576913,2023-04-27 17:32:22+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFL_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFLUNCERT_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_MASK_001_20230427T173222_2311711_006.nc']",1.0,FNU,2023-04-27T10:30:00.000-07:00
10336676,39.1321292,-120.1576913,2023-05-27 22:53:39+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_RFL_001_20230527T225339_2314715_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_RFLUNCERT_001_20230527T225339_2314715_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_MASK_001_20230527T225339_2314715_006.nc']",8.9,FNU,2023-05-27T15:55:00.000-07:00
10336676,39.1321292,-120.1576913,2023-08-07 18:28:07+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230807T182807_2321912_008/EMIT_L2A_RFL_001_20230807T182807_2321912_008.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230807T182807_2321912_008/EMIT_L2A_RFLUNCERT_001_20230807T182807_2321912_008.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230807T182807_2321912_008/EMIT_L2A_MASK_001_20230807T182807_2321912_008.nc']",0.3,FNU,2023-08-07T11:30:00.000-07:00
10336780,38.9199077,-119.9724036,2023-02-20 19:41:14+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194114_2305113_010/EMIT_L2A_RFL_001_20230220T194114_2305113_010.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194114_2305113_010/EMIT_L2A_RFLUNCERT_001_20230220T194114_2305113_010.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230220T194114_2305113_010/EMIT_L2A_MASK_001_20230220T194114_2305113_010.nc']",4.0,FNU,2023-02-20T12:15:00.000-08:00
10336780,38.9199077,-119.9724036,2023-03-27 23:01:52+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_RFL_001_20230327T230152_2308615_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_RFLUNCERT_001_20230327T230152_2308615_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230327T230152_2308615_005/EMIT_L2A_MASK_001_20230327T230152_2308615_005.nc']",6.7,FNU,2023-03-27T16:00:00.000-07:00
10336780,38.9199077,-119.9724036,2023-03-31 21:26:27+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_RFL_001_20230331T212627_2309014_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_RFLUNCERT_001_20230331T212627_2309014_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230331T212627_2309014_005/EMIT_L2A_MASK_001_20230331T212627_2309014_005.nc']",2.0,FNU,2023-03-31T14:25:00.000-07:00
10336780,38.9199077,-119.9724036,2023-04-23 19:10:10+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_RFL_001_20230423T191010_2311313_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_RFLUNCERT_001_20230423T191010_2311313_005.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230423T191010_2311313_005/EMIT_L2A_MASK_001_20230423T191010_2311313_005.nc']",11.0,FNU,2023-04-23T12:10:00.000-07:00
10336780,38.9199077,-119.9724036,2023-04-27 17:32:22+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFL_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_RFLUNCERT_001_20230427T173222_2311711_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230427T173222_2311711_006/EMIT_L2A_MASK_001_20230427T173222_2311711_006.nc']",6.9,FNU,2023-04-27T10:30:00.000-07:00
10336780,38.9199077,-119.9724036,2023-05-27 22:53:39+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_RFL_001_20230527T225339_2314715_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_RFLUNCERT_001_20230527T225339_2314715_006.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230527T225339_2314715_006/EMIT_L2A_MASK_001_20230527T225339_2314715_006.nc']",2.9,FNU,2023-05-27T15:55:00.000-07:00
11092450,34.16167247,-118.466749,2022-08-28 17:44:05+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20220828T174405_2224012_007/EMIT_L2A_RFL_001_20220828T174405_2224012_007.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20220828T174405_2224012_007/EMIT_L2A_RFLUNCERT_001_20220828T174405_2224012_007.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20220828T174405_2224012_007/EMIT_L2A_MASK_001_20220828T174405_2224012_007.nc']",2.8,FNU,2022-08-28T10:45:00.000-07:00
11092450,34.16167247,-118.466749,2023-04-30 16:44:19+00:00,"['https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230430T164419_2312011_002/EMIT_L2A_RFL_001_20230430T164419_2312011_002.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230430T164419_2312011_002/EMIT_L2A_RFLUNCERT_001_20230430T164419_2312011_002.nc', 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2ARFL.001/EMIT_L2A_RFL_001_20230430T164419_2312011_002/EMIT_L2A_MASK_001_20230430T164419_2312011_002.nc']",-1.8,FNU,2023-04-30T09:45:00.000-07:00
